IATA3,Name,City,Country,Elevation,Latitude,Longitude
UIP,Quimper-Cornouaille Airport,Quimper,France,297,47.97499847,-4.167789936
UIT,Jaluit Airport,Jabor Jaluit Atoll,Marshall Islands,4,5.90924,169.637
UJE,Ujae Atoll Airport,Ujae Atoll,Marshall Islands,29,8.928059578,165.7619934
UKA,Ukunda Airstrip,Ukunda,Kenya,98,-4.293330193,39.57109833
UKB,Kobe Airport,Kobe,Japan,22,34.63280106,135.223999
UKC,Lutsk Airport,Lutsk,Ukraine,774,50.678404,25.487165
UKF,Wilkes County Airport,North Wilkesboro,United States,1301,36.22280121,-81.09829712
UKI,Ukiah Municipal Airport,Ukiah,United States,614,39.12599945,-123.2009964
UKK,Ust-Kamennogorsk Airport,Ust Kamenogorsk,Kazakhstan,939,50.03659821,82.49420166
UKS,Belbek Airport,Sevastopol,Ukraine,344,44.68899918,33.57099915
UKT,Quakertown Airport,Quakertown,United States,526,40.43519974,-75.38189697
UKU,Nuku Airport,Nuku,Papua New Guinea,750,-3.667,142.483
UKX,Ust-Kut Airport,Ust-Kut,Russia,2188,56.8567009,105.7300034
ULA,Capitan D Daniel Vazquez Airport,San Julian,Argentina,203,-49.3068,-67.8026
ULB,Uléi Airport,Ambryn Island,Vanuatu,170,-16.3297,168.3011
ULD,Prince Mangosuthu Buthelezi Airport,Ulundi,South Africa,1720,-28.32060051,31.41650009
ULG,Ulgii Mongolei Airport,Olgii,Mongolia,5732,48.99330139,89.92250061
ULH,Prince Abdul Majeed Airport,Al-Ula,Saudi Arabia,2047,26.636718,37.908018
ULK,Lensk Airport,Lensk,Russia,801,60.72060013,114.8259964
ULN,Chinggis Khaan International Airport,Ulan Bator,Mongolia,4364,47.8431015,106.7669983
ULO,Ulaangom Airport,Ulaangom,Mongolia,0,50.066588,91.938273
ULP,Quilpie Airport,Quilpie,Australia,655,-26.61219978,144.253006
ULQ,Heriberto Gíl Martínez Airport,Tulua,Colombia,3132,4.08836,-76.2351
ULS,Ulysses Airport,Ulysses,United States,3071,37.60400009,-101.3740005
ULU,Gulu Airport,Gulu,Uganda,3510,2.805560112,32.27180099
ULV,Ulyanovsk Baratayevka Airport,Ulyanovsk,Russia,463,54.2682991,48.22669983
ULY,Ulyanovsk East Airport,Ulyanovsk,Russia,252,54.40100098,48.80270004
UMD,Uummannaq Heliport,Uummannaq,Greenland,50,70.68042793,-52.11163044
UME,Umeå Airport,Umea,Sweden,24,63.79180145,20.28280067
UMP,Indianapolis Metropolitan Airport,Indianapolis,United States,811,39.93519974,-86.04499817
UMR,Woomera Airfield,Woomera,Australia,548,-31.14419937,136.8170013
UMS,Ust-Maya Airport,Ust-Maya,Russia,561,60.35699844,134.4349976
UMU,Umuarama Airport,Umuarama,Brazil,1558,-23.79870033,-53.31380081
UNA,Hotel Transamérica Airport,Una,Brazil,20,-15.35519981,-38.99900055
UND,Konduz Airport,Kunduz,Afghanistan,1457,36.6651001,68.91079712
UNG,Kiunga Airport,Kiunga,Papua New Guinea,88,-6.125710011,141.2819977
UNI,Union Island International Airport,Union Island,Saint Vincent and the Grenadines,16,12.60013485,-61.41194534
UNK,Unalakleet Airport,Unalakleet,United States,27,63.88840103,-160.798996
UNN,Ranong Airport,Ranong,Thailand,57,9.777620316,98.58550262
UNT,Unst Airport,Unst,United Kingdom,0,60.74720001,-0.853850007
UOX,University Oxford Airport,Oxford,United States,452,34.38430023,-89.53679657
UPB,Playa Baracoa Airport,Baracoa Playa,Cuba,102,23.03280067,-82.57939911
UPG,Hasanuddin International Airport,Ujung Pandang,Indonesia,47,-5.061629772,119.5540009
UPL,Upala Airport,Upala,Costa Rica,184,10.8922,-85.016197
UPN,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,5258,19.39669991,-102.0390015
UPP,Upolu Airport,Opolu,United States,96,20.26530075,-155.8600006
URA,Uralsk Airport,Uralsk,Kazakhstan,125,51.1507988,51.54309845
URC,Ürümqi Diwopu International Airport,Urumqi,China,2125,43.90710068,87.47419739
URE,Kuressaare Airport,Kuressaare,Estonia,14,58.22990036,22.5095005
URG,Rubem Berta Airport,Uruguaiana,Brazil,256,-29.78219986,-57.03820038
URJ,Uray Airport,Uraj,Russia,190,60.10329819,64.8266983
URO,Rouen Airport,Rouen,France,512,49.38420105,1.174800038
URS,Kursk East Airport,Kursk,Russia,686,51.75059891,36.29560089
URT,Surat Thani Airport,Surat Thani,Thailand,20,9.132599831,99.13559723
URY,Gurayat Domestic Airport,Guriat,Saudi Arabia,1672,31.412413,37.278898
USH,Malvinas Argentinas Airport,Ushuaia,Argentina,102,-54.8433,-68.2958
USI,Mabaruma Airport,Mabaruma,Guyana,45,8.199999809,-59.78329849
USK,Usinsk Airport,Usinsk,Russia,262,66.00469971,57.36719894
USM,Samui Airport,Ko Samui,Thailand,64,9.547789574,100.0619965
USN,Ulsan Airport,Ulsan,South Korea,45,35.59349823,129.352005
USQ,Uşak Airport,Usak,Turkey,2897,38.68149948,29.47170067
UST,Northeast Florida Regional Airport,St. Augustine Airport,United States,10,29.95919991,-81.33979797
USU,Francisco B. Reyes Airport,Busuanga,Philippines,148,12.12150002,120.0999985
UT3,Hite Airport,Hanksville,United States,3840,37.8916547,-110.3840289
UTC,Soesterberg Air Base,Soesterberg,Netherlands,66,52.12730026,5.276189804
UTH,Udon Thani Airport,Udon Thani,Thailand,579,17.38640022,102.788002
UTK,Utirik Airport,Utirik Island,Marshall Islands,4,11.222,169.852005
UTM,Tunica Municipal Airport,Tunica,United States,194,34.68099976,-90.34670258
UTN,Pierre Van Ryneveld Airport,Upington,South Africa,2782,-28.39909935,21.2602005
UTO,Indian Mountain LRRS Airport,Indian Mountains,United States,1273,65.99279785,-153.7039948
UTP,U-Tapao International Airport,Pattaya,Thailand,42,12.67990017,101.0049973
UTT,K. D. Matanzima Airport,Umtata,South Africa,2400,-31.54636318,28.6733551
UTW,Queenstown Airport,Queenstown,South Africa,3637,-31.92020035,26.88220024
UUA,Bugulma Airport,Bugulma,Russia,991,54.63999939,52.80170059
UUD,Ulan-Ude Airport (Mukhino),Ulan-ude,Russia,1690,51.80780029,107.4380035
UUK,Ugnu-Kuparuk Airport,Kuparuk,United States,67,70.33080292,-149.5980072
UUN,Baruun Urt Airport,,Mongolia,3205,46.66030121,113.2850037
UUS,Yuzhno-Sakhalinsk Airport,Yuzhno-sakhalinsk,Russia,59,46.88869858,142.7180023
UVA,Garner Field,Uvalde,United States,942,29.2112999,-99.74359894
UVE,Ouvéa Airport,Ouvea,New Caledonia,23,-20.6406002,166.572998
UVF,Hewanorra International Airport,Hewandorra,Saint Lucia,14,13.7332,-60.952599
UWL,New Castle Henry Co. Municipal Airport,New Castle,United States,1088,39.87590027,-85.32649994
UYF,Madison County Airport,London,United States,1082,39.93270111,-83.46199799
UYL,Nyala Airport,Nyala,Sudan,2106,12.05350018,24.95619965
UYN,Yulin Yuyang Airport,Yulin,China,0,38.35971,109.590927
UYU,Uyuni Airport,Uyuni,Bolivia,11136,-20.44630051,-66.8483963
VAA,Vaasa Airport,Vaasa,Finland,19,63.05070114,21.7621994
VAD,Moody Air Force Base,Valdosta,United States,233,30.96780014,-83.19300079
VAF,Valence-Chabeuil Airport,Valence,France,525,44.9216,4.9699
VAG,Major Brigadeiro Trompowsky Airport,Varginha,Brazil,3025,-21.59009933,-45.47330093
VAI,Vanimo Airport,Vanimo,Papua New Guinea,10,-2.6926,141.3028
VAK,Chevak Airport,Chevak,United States,75,61.5409,-165.6005
VAL,Valença Airport,Valenca,Brazil,21,-13.29650021,-38.99240112
VAM,Villa Airport,Maamigili,Maldives,6,3.470555556,72.83583333
VAN,Van Ferit Melen Airport,Van,Turkey,5480,38.46820068,43.33229828
VAO,Suavanao Airport,Suavanao,Solomon Islands,0,-7.585559845,158.7310028
VAR,Varna Airport,Varna,Bulgaria,230,43.232101,27.8251
VAS,Sivas Nuri Demirağ Airport,Sivas,Turkey,5239,39.813801,36.9035
VAV,Vava'u International Airport,Vava'u,Tonga,236,-18.58530045,-173.9620056
VAW,"Vardø Airport, Svartnes",Vardø,Norway,42,70.35540009,31.04490089
VAY,South Jersey Regional Airport,Mount Holly,United States,53,39.94290161,-74.84570313
VBG,Vandenberg Air Force Base,Lompoc,United States,369,34.73730087,-120.5839996
VBS,Brescia Airport,Brescia,Italy,355,45.428902,10.3306
VBV,Vanua Balavu Airport,Vanua Balavu,Fiji,76,-17.2689991,-178.9759979
VBY,Visby Airport,Visby,Sweden,164,57.66279984,18.34620094
VCA,Can Tho International Airport,Can Tho,Vietnam,9,10.08510017,105.711998
VCD,Victoria River Downs Airport,Victoria River Downs,Australia,89,-16.4021244,131.0049744
VCE,Venice Marco Polo Airport,Venice,Italy,7,45.505299,12.3519
VCL,Chu Lai International Airport,Chu Lai,Vietnam,10,15.40330029,108.7060013
VCP,Viracopos International Airport,Campinas,Brazil,2170,-23.00740051,-47.1344986
VCS,Co Ong Airport,Conson,Vietnam,20,8.731829643,106.6330032
VCT,Victoria Regional Airport,Victoria,United States,115,28.8526001,-96.91850281
VCV,Southern California Logistics Airport,Victorville,United States,2885,34.59749985,-117.3830032
VDA,Ovda International Airport,Ovda,Israel,1492,29.94029999,34.93579865
VDB,Leirin Airport,Fagernes,Norway,2697,61.0155983,9.288060188
VDC,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,3002,-14.86279964,-40.86309814
VDE,Hierro Airport,Hierro,Spain,103,27.81480026,-17.88710022
VDF,Tampa Executive Airport,Tampa,United States,22,28.0139772,-82.3452778
VDM,Gobernador Castello Airport,Viedma,Argentina,20,-40.8692,-63.0004
VDP,Valle de La Pascua Airport,Valle De La Pascua,Venezuela,410,9.222027779,-65.99358368
VDR,Villa Dolores Airport,Villa Dolores,Argentina,1847,-31.94519997,-65.14630127
VDS,Vadsø Airport,Vadsø,Norway,127,70.06529999,29.84469986
VDZ,Valdez Pioneer Field,Valdez,United States,121,61.13389969,-146.2480011
VEE,Venetie Airport,Venetie,United States,574,67.00869751,-146.3659973
VEL,Vernal Regional Airport,Vernal,United States,5278,40.4408989,-109.5100021
VER,General Heriberto Jara International Airport,Vera Cruz,Mexico,90,19.14590073,-96.18730164
VEY,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,326,63.42430115,-20.27890015
VFA,Victoria Falls International Airport,Victoria Falls,Zimbabwe,3490,-18.09589958,25.8390007
VGA,Vijayawada Airport,Vijayawada,India,82,16.53039932,80.79679871
VGD,Vologda Airport,Vologda,Russia,387,59.28250122,39.94440079
VGO,Vigo Airport,Vigo,Spain,856,42.23180008,-8.62677002
VGT,North Las Vegas Airport,Las Vegas,United States,2205,36.21070099,-115.1940002
VGZ,Villa Garzón Airport,Villa Garzon,Colombia,1248,0.978767,-76.6056
VHC,Saurimo Airport,Saurimo,Angola,3584,-9.689069748,20.43190002
VHM,Vilhelmina Airport,Vilhelmina,Sweden,1140,64.57910156,16.83359909
VHY,Vichy-Charmeil Airport,Vichy,France,817,46.16970062,3.403739929
VIC,Vicenza Airport,Vicenza,Italy,128,45.573399,11.5295
VIE,Vienna International Airport,Vienna,Austria,600,48.11029816,16.56970024
VIF,Vieste Heliport,Vieste,Italy,46,41.866432,16.165161
VIG,Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela,250,8.624138832,-71.67266846
VII,Vinh Airport,Vinh,Vietnam,23,18.73760033,105.6709976
VIJ,Virgin Gorda Airport,Spanish Town,British Virgin Islands,9,18.44639969,-64.42749786
VIL,Dakhla Airport,Dakhla,Western Sahara,36,23.7183,-15.932
VIN,Vinnytsia/Gavyryshivka Airport,Vinnitsa,Ukraine,961,49.242531,28.613778
VIR,Virginia Airport,Durban,South Africa,20,-29.77059937,31.0583992
VIS,Visalia Municipal Airport,Visalia,United States,295,36.31869888,-119.3929977
VIT,Vitoria/Foronda Airport,Vitoria,Spain,1682,42.88280106,-2.7244699
VIX,Eurico de Aguiar Salles Airport,Vitoria,Brazil,11,-20.25805664,-40.2863884
VKG,Rach Gia Airport,Rach Gia,Vietnam,7,9.958029972,105.1323795
VKO,Vnukovo International Airport,Moscow,Russia,685,55.59149933,37.26150131
VKT,Vorkuta Airport,Vorkuta,Russia,604,67.48860168,63.99309921
VLC,Valencia Airport,Valencia,Spain,240,39.48929977,-0.481624991
VLD,Valdosta Regional Airport,Valdosta,United States,203,30.78249931,-83.27670288
VLG,Villa Gesell Airport,Villa Gesell,Argentina,32,-37.2354,-57.0292
VLI,Bauerfield International Airport,Port-vila,Vanuatu,70,-17.69930077,168.3200073
VLK,Volgodonsk Airport,,Russia,276,47.68209839,42.07279968
VLL,Valladolid Airport,Valladolid,Spain,2776,41.70610046,-4.851940155
VLN,Arturo Michelena International Airport,Valencia,Venezuela,1411,10.14973259,-67.92839813
VLP,Vila Rica Airport,Vila Rica,Brazil,892,-9.97944355,-51.14222336
VLS,Valesdir Airport,Valesdir,Vanuatu,10,-16.79610062,168.177002
VLU,Velikiye Luki Airport,Velikiye Luki,Russia,328,56.3810997,30.60810089
VLV,Dr. Antonio Nicolás Briceño Airport,Valera,Venezuela,2060,9.340477943,-70.58406067
VLY,Anglesey Airport,Angelsey,United Kingdom,37,53.24810028,-4.535339832
VMR,Presidente Néstor Kirchner Regionsl Airport,Villa Maria,Argentina,670,-32.3201,-63.22663
VMU,Baimuru Airport,Baimuru,Papua New Guinea,27,-7.49686,144.82
VNA,Saravane Airport,Saravane,Laos,574,15.70943921,106.4106989
VNC,Venice Municipal Airport,Venice,United States,18,27.07159996,-82.44029999
VNE,Vannes-Meucon Airport,Vannes,France,446,47.72330093,-2.71855998
VNO,Vilnius International Airport,Vilnius,Lithuania,646,54.63410187,25.28580093
VNS,Lal Bahadur Shastri Airport,Varanasi,India,266,25.45240021,82.85929871
VNW,Van Wert County Airport,Van Wert,United States,785,40.86470032,-84.60939789
VNX,Vilankulo Airport,Vilankulu,Mozambique,46,-22.01840019,35.31330109
VNY,Van Nuys Airport,Van Nuys,United States,802,34.20980072,-118.4899979
VOG,Volgograd International Airport,Volgograd,Russia,482,48.78250122,44.34550095
VOH,Vohimarina Airport,Vohemar,Madagascar,19,-13.37580013,50.00279999
VOK,Volk Field,Camp Douglas,United States,912,43.93899918,-90.25340271
VOL,Nea Anchialos Airport,Nea Anghialos,Greece,83,39.21960068,22.79430008
VOZ,Voronezh International Airport,Voronezh,Russia,514,51.81420135,39.229599
VPC,Cartersville Airport,Cartersville,United States,759,34.12310028,-84.84870148
VPE,Ngjiva Pereira Airport,Ondjiva,Angola,3566,-17.0435009,15.68379974
VPN,Vopnafjörður Airport,Vopnafjörður,Iceland,16,65.72059631,-14.85060024
VPS,Destin-Ft Walton Beach Airport,Valparaiso,United States,87,30.4832,-86.525398
VPY,Chimoio Airport,Chimoio,Mozambique,2287,-19.15130043,33.42900085
VPZ,Porter County Municipal Airport,Valparaiso IN,United States,770,41.45399857,-87.00710297
VQS,Vieques Airport,Vieques Island,Puerto Rico,19,18.11580086,-65.42269897
VRA,Juan Gualberto Gomez International Airport,Varadero,Cuba,210,23.03440094,-81.43530273
VRB,Vero Beach Municipal Airport,Vero Beach,United States,24,27.65559959,-80.41790009
VRC,Virac Airport,Virac,Philippines,121,13.5763998,124.2060013
VRK,Varkaus Airport,Varkaus,Finland,286,62.17110062,27.86860085
VRL,Vila Real Airport,Vila Real,Portugal,1805,41.27429962,-7.720469952
VRN,Verona Villafranca Airport,Villafranca,Italy,239,45.395699,10.8885
VRU,Vryburg Airport,Vryburg,South Africa,3920,-26.98240089,24.72879982
VRY,Værøy Heliport,Værøy,Norway,12,67.654555,12.727257
VSA,Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,46,17.99699974,-92.81739807
VSG,Luhansk International Airport,Lugansk,Ukraine,636,48.41740036,39.37409973
VST,Stockholm Västerås Airport,Vasteras,Sweden,21,59.58940125,16.63360023
VTB,Vitebsk Vostochny Airport,Vitebsk,Belarus,682,55.12649918,30.34959984
VTE,Wattay International Airport,Vientiane,Laos,564,17.98830032,102.5630035
VTN,Miller Field,Valentine,United States,2596,42.85779953,-100.5479965
VTS,Ventspils International Airport,Ventspils,Latvia,19,57.35779953,21.5442009
VTU,Hermanos Ameijeiras Airport,Las Tunas,Cuba,328,20.98760033,-76.93579865
VTZ,Vishakhapatnam Airport,Vishakhapatnam,India,15,17.72120094,83.22450256
VUP,Alfonso López Pumarejo Airport,Valledupar,Colombia,483,10.435,-73.2495
VVC,Vanguardia Airport,Villavicencio,Colombia,1394,4.16787,-73.6138
VVI,Viru Viru International Airport,Santa Cruz,Bolivia,1224,-17.64480019,-63.13539886
VVO,Vladivostok International Airport,Vladivostok,Russia,46,43.39899826,132.147995
VVZ,Illizi Takhamalt Airport,Illizi,Algeria,1778,26.7234993,8.622650146
VXC,Lichinga Airport,Lichinga,Mozambique,4505,-13.27400017,35.2663002
VXE,São Pedro Airport,Sao Vicente Island,Cape Verde,66,16.83320045,-25.05529976
VXO,Växjö Kronoberg Airport,Vaxjo,Sweden,610,56.92910004,14.72799969
VYI,Vilyuisk Airport,Vilyuisk,Russia,361,63.75666809,121.6933365
VYS,Illinois Valley Regional Airport-Walter A Duncan Field,Peru,United States,654,41.351898,-89.153099
W12,Lost River Resort Airport,Mazma,United States,2415,48.6495842,-120.5020444
W13,Eagle's Nest Airport,Waynesboro,United States,1437,38.076944,-78.944167
W63,Lake Country Regional Airport,Clarksville,United Arab Emirates,421,36.59579849,-78.56009674
WAA,Wales Airport,Wales,United States,22,65.622593,-168.095
WAG,Wanganui Airport,Wanganui,New Zealand,27,-39.96220016,175.0249939
WAI,Ambalabe Airport,Antsohihy,Madagascar,92,-14.8987999,47.9939003
WAL,Wallops Flight Facility Airport,Wallops Island,United States,40,37.94020081,-75.46640015
WAM,Ambatondrazaka Airport,Ambatondrazaka,Madagascar,2513,-17.79537761,48.44258308
WAQ,Antsalova Airport,Antsalova,Madagascar,551,-18.70127324,44.61492062
WAR,Waris Airport,Waris-Papua Island,Indonesia,1500,-3.235,140.994
WAS,All Airports,Washington,United States,25,38.889444,-77.035278
WAT,Waterford Airport,Waterford,Ireland,119,52.18719864,-7.086959839
WAW,Warsaw Chopin Airport,Warsaw,Poland,362,52.16569901,20.96710014
WBB,Stebbins Airport,Stebbins,United States,14,63.515833,-162.278056
WBM,Wapenamanda Airport,Wapenamanda,Papua New Guinea,5889,-5.643300056,143.8950043
WBQ,Beaver Airport,Beaver,United States,359,66.36219788,-147.4069977
WBU,Boulder Municipal Airport,Boulder,United States,5288,40.03939819,-105.2259979
WBW,Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,United States,545,41.29719925,-75.85119629
WCH,Chaitén Airport,Chaiten,Chile,13,-42.93280029,-72.69909668
WDH,Hosea Kutako International Airport,Windhoek,Namibia,5640,-22.4799,17.4709
WDR,Barrow County Airport,Winder,United States,943,33.98289871,-83.66739655
WDS,Shiyan Wudangshan Airport,Shiyan,China,0,32.591667,110.907778
WEF,Weifang Airport,Weifang,China,0,36.646702,119.119003
WEH,Weihai Airport,Weihai,China,145,37.18709946,122.2289963
WEI,Weipa Airport,Weipa,Australia,63,-12.67860031,141.9250031
WEL,Welkom Airport,Welkom,South Africa,4421,-27.99682451,26.66333389
WFB,Ketchikan harbor Seaplane Base,Ketchikan,United States,0,55.344444,-131.663333
WFI,Fianarantsoa Airport,Fianarantsoa,Madagascar,3658,-21.4416008,47.11169815
WFK,Northern Aroostook Regional Airport,Frenchville,United States,988,47.28549957,-68.31279755
WGA,Wagga Wagga City Airport,Wagga Wagga,Australia,724,-35.16529846,147.4660034
WGE,Walgett Airport,Walgett,Australia,439,-30.03280067,148.1260071
WGP,Waingapu Airport,Waingapu,Indonesia,33,-9.669219971,120.302002
WGT,Wangaratta Airport,,Australia,504,-36.41579819,146.3070068
WHD,Hyder Seaplane Base,Hyder,United States,0,55.903333,-130.006667
WHF,Wadi Halfa Airport,Wadi Halfa,Sudan,961,21.80269814,31.52157784
WHK,Whakatane Airport,Whakatane,New Zealand,20,-37.92060089,176.9140015
WHO,Franz Josef Aerodrome,Franz Josef Aerodrome,New Zealand,240,-43.363,170.134
WHP,Whiteman Airport,Los Angeles,United States,1003,34.25930023,-118.413002
WHU,Wuhu Air Base,Wuhu,China,0,31.3906,118.408997
WIC,Wick Airport,Wick,United Kingdom,126,58.45890045,-3.093060017
WIL,Nairobi Wilson Airport,Nairobi,Kenya,5536,-1.321720004,36.81480026
WIN,Winton Airport,Winton,Australia,638,-22.36359978,143.0859985
WIO,Wilcannia Airport,Wilcannia,Australia,250,-31.52639961,143.375
WJA,Woja Airport,Majuro Atoll,Marshall Islands,0,7.083,171.133
WJF,General WM J Fox Airfield,Lancaster,United States,2351,34.74110031,-118.2190018
WJR,Wajir Airport,Wajir,Kenya,770,1.733240008,40.09159851
WJU,Wonju Airport,Wonju,South Korea,329,37.43809891,127.9599991
WKA,Wanaka Airport,Wanaka,New Zealand,1142,-44.72219849,169.2460022
WKB,Warracknabeal Airport,,Australia,397,-36.32109833,142.4190063
WKJ,Wakkanai Airport,Wakkanai,Japan,30,45.40420151,141.8009949
WKK,Aleknagik / New Airport,Aleknagik,United States,66,59.2826004,-158.6179962
WKL,Waikoloa Heliport,Waikoloa Village,United States,119,19.9205,-155.8607
WKM,Hwange National Park Airport,Hwange National Park,Zimbabwe,3543,-18.62989998,27.02099991
WKR,Abaco I Walker C Airport,Walker's Cay,Bahamas,10,27.26670074,-78.39969635
WLG,Wellington International Airport,Wellington,New Zealand,41,-41.32720184,174.8049927
WLH,Walaha Airport,Walaha,Vanuatu,151,-15.4119997,167.6909943
WLK,Selawik Airport,Selawik,United States,17,66.60009766,-159.9859924
WLS,Hihifo Airport,Wallis,Wallis and Futuna,79,-13.23830032,-176.1990051
WMA,Mandritsara Airport,Mandritsara,Madagascar,1007,-15.83304941,48.83328438
WMB,Warrnambool Airport,Warrnambool,Australia,242,-38.29529953,142.4470062
WMC,Winnemucca Municipal Airport,Winnemucca,United States,4308,40.89659882,-117.8059998
WME,Mount Keith Airport,Mount Keith,Australia,1792,-27.28639984,120.5550003
WMH,Ozark Regional Airport,Mountain Home,United States,928,36.3689003,-92.47049713
WMI,Modlin Airport,Warsaw,Poland,341,52.4510994,20.65180016
WMN,Maroantsetra Airport,Maroantsetra,Madagascar,13,-15.43669987,49.68830109
WMO,White Mountain Airport,White Mountain,United States,267,64.68920136,-163.4129944
WMP,Mampikony Airport,Mampikony,Madagascar,0,-16.07226934,47.64416456
WMR,Mananara Nord Airport,Mananara,Madagascar,9,-16.16390038,49.7737999
WMX,Wamena Airport,Wamena,Indonesia,5085,-4.102509975,138.9570007
WNA,Napakiak Airport,Napakiak,United States,17,60.69029999,-161.9790039
WNH,Wenshan Airport,Wenshan,China,1000,23.375833,104.243056
WNN,Wunnumin Lake Airport,Wunnumin Lake,Canada,819,52.89390182,-89.28919983
WNP,Naga Airport,Naga,Philippines,142,13.5848999,123.2699966
WNR,Windorah Airport,Windorah,Australia,452,-25.41309929,142.6670074
WNS,Shaheed Benazirabad Airport,Nawabshah,Pakistan,95,26.2194,68.390099
WNZ,Wenzhou Yongqiang Airport,Wenzhou,China,0,27.91220093,120.8519974
WOE,Woensdrecht Air Base,Woensdrecht,Netherlands,63,51.4491,4.34203
WOL,Wollongong Airport,Wollongong,Australia,31,-34.56110001,150.7890015
WOS,Wonsan Kalma International Airport,Wonsan,North Korea,7,39.166801,127.486
WOT,Wang-an Airport,Wang An,Taiwan,115,23.36737251,119.5027771
WPB,Port Bergé Airport,Port Bergé,Madagascar,213,-15.58428647,47.62358665
WPC,Pincher Creek Airport,Pincher Creek,Canada,3903,49.52059937,-113.9970016
WPM,Wipim Airport,Wipim,Papua New Guinea,173,-8.78822,142.882
WPR,Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,104,-53.25370026,-70.31919861
WPU,Guardiamarina Zañartu Airport,Puerto Williams,Chile,88,-54.93109894,-67.626297
WRB,Robins Air Force Base,Macon,United States,294,32.64009857,-83.59190369
WRE,Whangarei Airport,Whangarei,New Zealand,133,-35.7682991,174.3650055
WRG,Wrangell Airport,Wrangell,United States,49,56.48429871,-132.3699951
WRI,Mc Guire Air Force Base,Wrightstown,United States,131,40.0155983,-74.59169769
WRL,Worland Municipal Airport,Worland,United States,4227,43.96569824,-107.9509964
WRO,Copernicus Wrocław Airport,Wroclaw,Poland,404,51.10269928,16.88579941
WRY,Westray Airport,Westray,United Kingdom,29,59.35029984,-2.950000048
WRZ,Weerawila Airport,Wirawila,Sri Lanka,50,6.254489899,81.23519897
WSD,Condron Army Air Field,White Sands,United States,3934,32.34149933,-106.4029999
WSJ,San Juan - Uganik Seaplane Base,San Juan,United States,0,57.730278,-153.320556
WSN,South Naknek Nr 2 Airport,South Naknek,United States,162,58.70339966,-157.0079956
WSP,Waspam Airport,Waspam,Nicaragua,98,14.73919964,-83.9693985
WSR,Wasior Airport,Wasior,Indonesia,49,-2.721,134.5061
WST,Westerly State Airport,Washington County,United States,81,41.34960175,-71.80339813
WSX,Westsound Seaplane Base,Westsound,United States,0,48.617778,-122.952778
WSY,Whitsunday Island Airport,Airlie Beach,Australia,40,-20.27611,148.755
WSZ,Westport Airport,Westport,New Zealand,13,-41.73809814,171.5809937
WTA,Tambohorano Airport,Tambohorano,Madagascar,23,-17.47610092,43.97280121
WTB,Brisbane West Wellcamp Airport,Toowoomba,Australia,1509,-27.558333,151.793333
WTE,Wotje Atoll Airport,Wotje Atoll,Marshall Islands,4,9.46667,170.233
WTK,Noatak Airport,Noatak,United States,88,67.56610107,-162.9750061
WTL,Tuntutuliak Airport,Tuntutuliak,United States,16,60.335278,-162.666944
WTN,RAF Waddington,Waddington,United Kingdom,231,53.16619873,-0.523810983
WTO,Wotho Island Airport,Wotho Island,Marshall Islands,0,10.1733,166.003
WTP,Woitape Airport,Woitape,Papua New Guinea,0,-8.533,147.25
WTS,Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,2776,-18.75967656,46.05406523
WTZ,Whitianga Airport,Whitianga,New Zealand,10,-36.83169937,175.6790009
WUA,Wuhai Airport,Wuhai,China,3650,39.7934,106.7993
WUH,Wuhan Tianhe International Airport,Wuhan,China,113,30.78380013,114.2080002
WUN,Wiluna Airport,Wiluna,Australia,1649,-26.62919998,120.2210007
WUS,Nanping Wuyishan Airport,Wuyishan,China,614,27.7019,118.000999
WUU,Wau Airport,Wau,Sudan,1529,7.725830078,27.97500038
WUX,Sunan Shuofang International Airport,Wuxi,China,24,31.49440002,120.4290009
WUZ,Wuzhou Changzhoudao Airport,Wuzhou,China,89,23.456699,111.248001
WVB,Walvis Bay Airport,Walvis Bay,Namibia,299,-22.97990036,14.64529991
WVI,Watsonville Municipal Airport,Watsonville,United States,163,36.93569946,-121.7900009
WVK,Manakara Airport,Manakara,Madagascar,33,-22.11969948,48.02170181
WVN,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,16,53.50222015,8.052222252
WWA,Wasilla Airport,Wasilla,United States,354,61.57170105,-149.5399933
WWD,Cape May County Airport,Wildwood,United States,23,39.00849915,-74.90830231
WWK,Wewak International Airport,Wewak,Papua New Guinea,19,-3.583830118,143.6690063
WWP,North Whale Seaplane Base,North Whale Pass,United States,0,56.116389,-133.121667
WWR,West Woodward Airport,Woodward,United States,2189,36.438,-99.5226667
WWT,Newtok Airport,Newtok,United States,25,60.939167,-164.641111
WWY,West Wyalong Airport,West Wyalong,Australia,859,-33.93719864,147.1909943
WXN,Wanxian Airport,Wanxian,China,0,30.8017,108.433
WYA,Whyalla Airport,Whyalla,Australia,41,-33.05889893,137.5140076
WYE,Yengema Airport,Yengema,Sierra Leone,1300,8.610469818,-11.04539967
